Z,ion_charge,nele,parent_config,level_config,J,parity,term,level_meV,level_eV,has_nist_level,parent_config_id,element,E_nist_hartree,E_fac_hartree,E_pinn_hartree,ΔE_PINN_meV,ΔE_FAC_meV,ΔE_PINN_FAC_meV,E_nist_meV
7,6,1,1s1,9s1,0.5,0,2S,658448.3585448948,658.4483585448949,True,28115158,N,-0.30246913580246915,-0.30272662169919917,-0.30551761388778687,-82.9533146420104,-7.006548188815297,-75.9467664531951,-8230.604481811186
7,6,1,1s1,10s1,0.5,0,2S,660012.173396439,660.0121733964389,True,28115158,N,-0.245,-0.24518822891588976,-0.24840937554836273,-92.77383490412556,-5.121969732939995,-87.65186517118556,-6666.78963026706
8,7,1,1s1,1s1,0.5,0,2S,0.0,0.0,True,28115158,O,-32.0,-32.02728457571666,-32.064754486083984,-1762.0593319917539,-742.4511283840365,-1019.6082036077173,-870764.359871616
8,7,1,1s1,2s1,0.5,0,2S,653073.269903712,653.073269903712,True,28115158,O,-8.0,-8.008531576818518,-7.9732747077941895,727.2322487492034,-232.15603209600818,959.3882808452116,-217691.089967904
8,7,1,1s1,3s1,0.5,0,2S,774012.7643303253,774.0127643303254,True,28115158,O,-3.5555555555555554,-3.558573011482537,-3.527744770050049,756.7700261946628,-82.10915870934674,838.8791849040095,-96751.59554129066
8,7,1,1s1,4s1,0.5,0,2S,816341.58737964,816.3415873796399,True,28115158,O,-2.0,-2.0040232977120063,-1.9911903142929077,239.72376048144807,-109.47950802400237,349.20326850545047,-54422.772491976
8,7,1,1s1,5s1,0.5,0,2S,835933.7854767513,835.9337854767513,True,28115158,O,-1.28,-1.2807437145962508,-1.2821522951126099,-58.5669336245785,-20.237505135358923,-38.32942848921958,-34830.57439486464
8,7,1,1s1,6s1,0.5,0,2S,846576.4609862933,846.5764609862932,True,28115158,O,-0.8888888888888888,-0.8901120501926333,-0.9000169634819031,-302.8103359246761,-33.283914677336384,-269.5264212473397,-24187.898885322666
8,7,1,1s1,7s1,0.5,0,2S,852993.6586497463,852.9936586497463,True,28115158,O,-0.6530612244897959,-0.6538370790508035,-0.6597011685371399,-180.68208212402712,-21.1120781302891,-159.57000399373803,-17770.701221869713
8,7,1,1s1,8s1,0.5,0,2S,857158.666748622,857.158666748622,True,28115158,O,-0.5,-0.5005225634915272,-0.4992980659008026,19.10059989248977,-14.219677005999785,33.32027689848956,-13605.693122994
8,7,1,1s1,9s1,0.5,0,2S,860014.1825892504,860.0141825892504,True,28115158,O,-0.3950617283950617,-0.3954302732954837,-0.396179735660553,-30.422527527103856,-10.02861763437183,-20.393909892732026,-10750.177282365628
8,7,1,1s1,10s1,0.5,0,2S,862056.7162728999,862.0567162728998,True,28115158,O,-0.32,-0.3202695600002709,-0.32619237899780273,-168.5032166907541,-7.335101283839993,-161.1681154069141,-8707.64359871616
9,8,1,1s1,1s1,0.5,0,2S,0.0,0.0,True,28115158,F,-40.5,-40.5437308495322,-40.39206314086914,2937.111563988611,-1189.9770374859554,4127.0886014745665,-1102061.142962514
9,8,1,1s1,2s1,0.5,0,2S,826545.8572218855,826.5458572218855,True,28115158,F,-10.125,-10.138673476830911,-10.101415634155273,641.7632883675416,-372.0742593714999,1013.8375477390415,-275515.2857406285
9,8,1,1s1,3s1,0.5,0,2S,979609.904855568,979.609904855568,True,28115158,F,-4.5,-4.504841021029328,-4.470906734466553,791.6680855877237,-131.73089305400478,923.3989786417285,-122451.238106946
9,8,1,1s1,4s1,0.5,0,2S,1033182.3215273569,1033.1823215273569,True,28115158,F,-2.53125,-2.53680986245887,-2.5244503021240234,185.02920525922246,-151.2915648428793,336.32077010210173,-68878.82143515712
